SaleID,Date,VehicleID,DealershipID,CustomerID,Salesperson,SalePrice,Discount,FinanceType,WarrantySold,TradeInFlag,LeadSource
500122,2025-12-13,201193,1001,301640,C. White,38300.47,3056.18,Bank Loan,True,False,Walk-in
500123,2025-11-25,204693,1028,302161,S. Kumar,42266.56,1375.29,Lease,True,False,Campaign
500124,2024-05-03,202043,1046,306923,S. Kumar,32062.12,1495.9,Bank Loan,True,False,Walk-in
500125,2024-10-02,201508,1027,303320,C. White,22532.11,2332.09,Manufacturer Finance,True,False,Call Centre
500126,2025-09-25,202907,1044,304048,M. Wilson,56465.22,3128.99,Manufacturer Finance,True,False,Referral
500127,2024-07-12,204368,1019,305426,N. Lee,51280.0,6926.73,Bank Loan,True,False,Website
500128,2026-02-05,203804,1034,301059,A. Brown,39089.66,2944.61,Bank Loan,False,False,Walk-in
500129,2025-11-13,200382,1025,302562,L. Taylor,17885.17,1992.31,Lease,True,False,Marketplace
500130,2026-01-14,205334,1019,305973,A. Brown,27106.58,1580.79,Lease,False,False,Campaign
500131,2025-07-07,200081,1011,303827,N. Lee,34421.63,4330.26,Bank Loan,True,False,Call Centre
500132,2025-03-15,203208,1026,304033,R. Singh,65559.7,5940.81,Bank Loan,False,False,Website
500133,2025-01-17,200473,1023,302790,H. Martin,26773.91,3269.98,Bank Loan,True,False,Referral
500134,2024-04-30,203149,1013,300339,C. White,44207.48,1235.25,Bank Loan,True,False,Referral
500135,2026-02-20,205356,1046,305837,A. Brown,55328.25,2191.94,Manufacturer Finance,True,False,Walk-in
500136,2024-12-09,203827,1039,302032,A. Brown,21153.95,269.03,Lease,False,False,Campaign
500137,2025-01-28,201162,1021,303568,S. Kumar,18749.21,598.42,Bank Loan,True,True,Call Centre
500138,2024-06-06,201236,1018,303756,R. Singh,18944.3,1890.9,Manufacturer Finance,True,False,Call Centre
500139,2025-11-27,201091,1044,301233,H. Martin,31730.47,3091.21,Bank Loan,True,False,Website
500140,2025-11-26,202836,1034,305715,L. Taylor,56211.07,4232.86,Cash,False,False,Campaign
500141,2024-12-16,203103,1036,305311,D. Patel,46181.11,677.54,Manufacturer Finance,False,False,Marketplace
500142,2024-04-05,203117,1045,303284,S. Kumar,32414.04,786.65,Manufacturer Finance,True,False,Walk-in
500143,2025-10-13,200747,1022,304696,D. Patel,40805.97,1291.08,Bank Loan,False,False,Website
500144,2025-05-03,202928,1029,306325,S. Kumar,34378.42,3969.06,Bank Loan,True,False,Website
500145,2025-03-10,204723,1021,304813,J. Smith,65171.08,5629.2,Bank Loan,True,True,Referral
500146,2024-01-24,203195,1010,301617,A. Brown,26953.71,1011.39,Manufacturer Finance,True,False,Call Centre
500147,2024-05-01,202553,1019,306455,P. Clark,37377.79,2788.65,Bank Loan,True,True,Walk-in
500148,2026-01-19,202139,1001,305256,A. Brown,48174.85,5171.58,Cash,True,True,Marketplace
500149,2025-07-02,202655,1036,304574,C. White,42218.75,4621.89,Bank Loan,False,False,Campaign
500150,2024-01-14,201894,1015,304827,H. Martin,24026.1,2738.08,Manufacturer Finance,True,False,Website
500151,2025-06-18,201861,1034,304702,H. Martin,53896.3,5528.13,Bank Loan,True,False,Website
500152,2024-09-12,200626,1045,302971,D. Patel,43753.39,2152.05,Manufacturer Finance,True,False,Campaign
500153,2025-09-22,204512,1040,306364,N. Lee,38156.23,1678.66,Lease,False,True,Website
500154,2025-03-26,200469,1011,305296,R. Singh,31193.01,1403.37,Manufacturer Finance,False,False,Website
500155,2024-12-12,205092,1013,301470,N. Lee,26721.39,375.96,Bank Loan,False,True,Website
500156,2024-07-09,204109,1007,302034,C. White,37126.7,1463.74,Cash,False,False,Website
500157,2025-05-25,202046,1011,303401,P. Clark,28916.04,912.6,Bank Loan,True,True,Campaign
500158,2024-06-19,204938,1032,300687,C. White,51951.11,5472.85,Manufacturer Finance,False,False,Marketplace
500159,2024-09-18,202665,1004,301785,P. Clark,61896.5,2367.53,Cash,False,True,Marketplace
500160,2025-11-02,204296,1030,300363,D. Patel,26885.79,631.7,Lease,True,True,Referral
500161,2024-04-18,205224,1010,300163,J. Smith,20797.58,1550.19,Manufacturer Finance,False,True,Website
500162,2026-01-12,201964,1013,303896,C. White,26443.78,894.21,Bank Loan,False,False,Marketplace
500163,2024-11-20,206156,1025,301911,H. Martin,43232.86,3742.33,Manufacturer Finance,True,False,Referral
500164,2024-06-13,200958,1014,304625,R. Singh,34271.35,2109.28,Manufacturer Finance,False,True,Call Centre
500165,2025-11-18,205628,1001,303570,R. Singh,44853.36,4651.19,Manufacturer Finance,False,True,Walk-in
500166,2025-10-16,206443,1025,304624,L. Taylor,43847.89,4603.4,Cash,True,False,Campaign
500167,2025-06-06,200199,1005,302567,H. Martin,33097.41,601.67,Bank Loan,True,True,Call Centre
500168,2025-08-02,205423,1009,301290,S. Kumar,38469.56,2500.98,Lease,False,True,Call Centre
500169,2025-07-01,205810,1001,302504,S. Kumar,49832.0,5273.24,Bank Loan,False,True,Walk-in
500170,2024-09-27,204393,1037,305302,P. Clark,19675.55,1215.66,Lease,True,False,Referral
500171,2025-07-11,204169,1038,306899,J. Smith,42307.32,4500.7,Lease,False,True,Call Centre
500172,2024-12-15,205846,1006,307000,C. White,26538.44,2618.8,Bank Loan,True,False,Marketplace
500173,2024-02-03,202418,1009,304677,H. Martin,29661.68,1534.35,Manufacturer Finance,True,False,Walk-in
500174,2024-08-16,201545,1019,300284,C. White,45212.78,3915.82,Lease,True,True,Campaign
500175,2025-08-24,202178,1016,302283,K. Johnson,41374.47,4921.64,Manufacturer Finance,False,False,Marketplace
500176,2026-02-23,202869,1030,306452,N. Lee,67925.69,97.59,Manufacturer Finance,True,False,Website
500177,2025-05-01,200248,1046,300806,R. Singh,54320.71,7003.23,Cash,True,False,Website
500178,2025-09-01,200089,1008,300737,N. Lee,55337.56,4557.54,Manufacturer Finance,False,True,Marketplace
500179,2024-05-14,200157,1032,305164,H. Martin,54765.19,6204.84,Bank Loan,True,False,Referral
500180,2025-09-17,203412,1004,301725,S. Kumar,18048.23,41.47,Cash,False,False,Marketplace
500181,2024-11-08,203932,1032,300027,H. Martin,18516.98,199.0,Manufacturer Finance,True,False,Referral
500182,2024-09-15,202313,1033,304453,C. White,26378.8,2273.02,Bank Loan,True,False,Call Centre
500183,2026-01-15,201576,1026,305652,H. Martin,43119.15,3224.99,Bank Loan,False,False,Website
500184,2025-09-12,204678,1009,302399,H. Martin,24918.18,3333.64,Bank Loan,False,False,Walk-in
500185,2026-01-26,203631,1039,300180,K. Johnson,47625.6,5850.51,Bank Loan,True,False,Referral
500186,2025-12-02,203719,1011,300465,A. Brown,37938.35,1122.54,Cash,True,False,Referral
500187,2024-04-30,202307,1005,306376,S. Kumar,23698.59,2772.94,Manufacturer Finance,True,True,Website
500188,2024-07-17,205557,1022,306281,C. White,35485.68,1955.26,Bank Loan,True,False,Walk-in
500189,2025-10-28,200756,1016,302064,N. Lee,22150.47,1583.0,Manufacturer Finance,True,True,Call Centre
500190,2024-02-16,206430,1043,304227,K. Johnson,63212.99,3107.68,Manufacturer Finance,True,False,Walk-in
500191,2026-01-08,206024,1046,303377,D. Patel,33132.59,289.67,Manufacturer Finance,False,False,Walk-in
500192,2025-05-27,203797,1023,303758,D. Patel,32430.9,3265.94,Lease,True,False,Call Centre
500193,2024-02-22,205436,1025,306617,R. Singh,31481.48,2163.29,Manufacturer Finance,False,False,Website
500194,2025-03-28,200477,1039,301530,P. Clark,55398.87,5578.25,Manufacturer Finance,True,False,Walk-in
500195,2024-10-28,201536,1028,304670,C. White,33519.75,1923.15,Lease,False,False,Marketplace
500196,2025-07-13,203981,1031,306062,C. White,34472.11,2296.91,Cash,True,False,Campaign
500197,2024-11-03,200504,1044,300001,K. Johnson,42833.5,918.89,Lease,True,True,Call Centre
500198,2025-05-17,205469,1023,303875,S. Kumar,47786.82,1429.52,Manufacturer Finance,True,False,Walk-in
500199,2024-05-09,205301,1006,300863,N. Lee,57470.91,2836.15,Manufacturer Finance,True,False,Website
500200,2025-01-30,201621,1043,304313,H. Martin,36032.44,4102.33,Lease,True,False,Referral
500201,2024-04-30,205420,1007,303015,R. Singh,39660.85,2143.65,Lease,False,True,Walk-in
500202,2025-10-31,203324,1003,305097,A. Brown,36512.21,4101.4,Bank Loan,False,False,Walk-in
500203,2025-08-24,204751,1004,302135,C. White,44224.5,2596.45,Lease,True,False,Website
500204,2024-11-11,205499,1029,302011,J. Smith,25609.82,1382.39,Lease,True,True,Walk-in
500205,2025-10-20,201355,1026,300029,J. Smith,32269.5,3745.81,Manufacturer Finance,True,False,Walk-in
500206,2026-02-15,202096,1039,304610,S. Kumar,21057.66,2904.79,Bank Loan,True,False,Marketplace
500207,2024-03-24,203860,1011,305084,P. Clark,33991.6,4061.26,Bank Loan,True,False,Walk-in
500208,2025-11-06,204270,1017,300364,K. Johnson,39901.19,734.2,Manufacturer Finance,False,False,Marketplace
500209,2025-04-19,200586,1018,301105,M. Wilson,17360.38,1320.88,Bank Loan,False,True,Campaign
500210,2025-10-01,205005,1006,304430,R. Singh,24330.27,914.52,Cash,True,True,Walk-in
500211,2025-09-30,200325,1038,304012,S. Kumar,33847.41,2299.72,Manufacturer Finance,False,False,Walk-in
500212,2026-01-23,204536,1009,306246,D. Patel,22104.85,1693.44,Bank Loan,True,False,Walk-in
500213,2026-01-19,202579,1030,303108,C. White,35440.84,1950.33,Manufacturer Finance,True,False,Call Centre
500214,2024-11-02,205397,1024,306055,K. Johnson,25966.59,1175.18,Lease,True,True,Call Centre
500215,2025-10-16,200623,1022,304847,H. Martin,42610.94,1955.16,Bank Loan,True,False,Website
500216,2024-11-20,204619,1018,302849,S. Kumar,35051.96,1348.86,Lease,True,True,Marketplace
500217,2025-08-17,204996,1038,306117,K. Johnson,50904.32,408.41,Bank Loan,True,False,Walk-in
500218,2024-12-07,200713,1018,306083,D. Patel,43934.07,2243.63,Manufacturer Finance,True,False,Campaign
500219,2025-07-21,205791,1017,304555,H. Martin,27168.05,887.51,Bank Loan,True,False,Website
500220,2025-02-09,202255,1016,300678,M. Wilson,40954.82,1996.65,Bank Loan,True,False,Website
500221,2025-12-30,201510,1016,305220,A. Brown,37604.97,3306.6,Bank Loan,False,False,Website
500222,2025-12-02,202174,1015,300252,D. Patel,41205.25,284.65,Bank Loan,False,False,Campaign
500223,2025-04-12,203708,1008,300758,R. Singh,54338.94,693.03,Lease,True,True,Website
500224,2024-05-12,201080,1038,300185,P. Clark,57627.45,275.25,Lease,True,False,Walk-in
500225,2025-08-07,206303,1024,300251,A. Brown,39187.76,1488.91,Bank Loan,False,False,Campaign
500226,2024-09-16,206334,1019,306720,D. Patel,55347.22,3524.39,Lease,True,False,Website
500227,2024-01-30,200264,1025,301325,H. Martin,37682.75,870.75,Bank Loan,True,True,Marketplace
500228,2024-06-08,200209,1032,301180,J. Smith,21481.8,75.16,Manufacturer Finance,True,False,Campaign
500229,2024-07-08,203351,1041,301683,P. Clark,34948.56,3990.01,Manufacturer Finance,True,True,Referral
500230,2024-09-21,206212,1020,305618,A. Brown,47337.51,4885.72,Lease,True,False,Walk-in
500231,2025-06-27,203949,1002,303108,C. White,39350.95,3019.57,Lease,True,False,Referral
500232,2025-02-18,202118,1001,306576,H. Martin,25247.56,2581.81,Lease,False,False,Walk-in
500233,2025-01-27,205024,1038,301633,K. Johnson,18015.83,1433.63,Bank Loan,False,False,Walk-in
500234,2024-03-16,201023,1031,301226,R. Singh,37032.82,2232.15,Manufacturer Finance,False,True,Referral
500235,2024-08-29,206115,1020,305541,K. Johnson,43313.48,167.39,Lease,False,False,Website
500236,2025-09-04,203430,1036,303745,C. White,45968.92,5747.83,Lease,False,False,Website
500237,2025-07-23,200497,1016,303931,A. Brown,60209.11,4812.98,Bank Loan,True,False,Walk-in
500238,2025-07-10,204578,1036,300005,D. Patel,37394.05,1598.95,Manufacturer Finance,True,True,Marketplace
500239,2026-02-16,203039,1023,304138,R. Singh,37229.98,1185.2,Bank Loan,False,False,Website
500240,2025-02-23,202851,1024,300240,K. Johnson,59143.77,5178.71,Lease,True,False,Campaign
500241,2025-11-28,206489,1013,303769,D. Patel,40022.17,1698.52,Manufacturer Finance,True,True,Walk-in
500242,2024-08-03,206060,1014,305787,A. Brown,21096.03,912.12,Bank Loan,False,False,Website
500243,2025-01-30,206152,1044,303105,A. Brown,32017.12,884.34,Lease,True,False,Call Centre
500244,2024-04-08,200829,1039,301937,C. White,57378.12,5079.57,Cash,True,True,Campaign
500245,2024-05-28,203091,1004,300127,K. Johnson,46095.6,2919.91,Bank Loan,True,False,Website
500246,2025-07-12,202447,1037,304193,A. Brown,19188.73,149.55,Cash,False,True,Call Centre
500247,2025-12-22,200234,1003,305465,H. Martin,43582.41,968.56,Manufacturer Finance,True,False,Walk-in
500248,2025-01-10,201150,1037,306551,N. Lee,28856.37,688.06,Lease,True,False,Website
500249,2026-01-19,201408,1022,304371,L. Taylor,41708.5,2464.34,Lease,False,False,Website
500250,2024-06-08,205490,1011,301406,M. Wilson,36738.48,4426.26,Manufacturer Finance,True,True,Website
500251,2024-02-16,202944,1018,302648,J. Smith,27416.15,385.1,Lease,False,True,Campaign
500252,2024-09-30,201331,1028,306478,P. Clark,40829.38,1151.38,Bank Loan,True,False,Campaign
500253,2026-02-11,200806,1005,306022,C. White,27668.63,2408.47,Manufacturer Finance,True,False,Walk-in
500254,2026-02-19,206415,1010,305405,S. Kumar,60273.05,6408.45,Bank Loan,True,True,Referral
500255,2025-12-02,205045,1008,302494,P. Clark,43534.42,3494.81,Cash,False,False,Website
500256,2025-03-15,203905,1035,300769,L. Taylor,53220.25,6138.48,Lease,False,False,Walk-in
500257,2025-11-04,204150,1015,300785,N. Lee,33883.97,3873.26,Bank Loan,True,False,Campaign
500258,2024-06-14,203163,1046,305474,M. Wilson,58890.52,2584.17,Cash,True,False,Website
500259,2024-07-26,205748,1013,300915,D. Patel,25380.12,1817.74,Lease,False,True,Call Centre
500260,2024-10-29,204304,1032,304038,S. Kumar,40243.09,2285.1,Bank Loan,True,False,Call Centre
500261,2024-01-15,201196,1005,301706,C. White,44709.69,3845.91,Cash,True,False,Campaign
500262,2024-02-23,202935,1038,301721,S. Kumar,19736.29,2488.83,Bank Loan,False,False,Website
500263,2025-04-23,201744,1017,300025,C. White,24708.23,2361.07,Bank Loan,False,False,Walk-in
500264,2024-01-13,204764,1002,301813,K. Johnson,20176.06,747.76,Bank Loan,True,False,Call Centre
500265,2024-02-02,203492,1023,301284,A. Brown,50418.95,5817.09,Lease,True,False,Walk-in
500266,2025-07-08,206396,1041,301190,N. Lee,56988.47,849.29,Cash,True,False,Referral
500267,2026-01-28,205380,1032,305095,L. Taylor,47893.47,3672.93,Cash,True,False,Referral
500268,2024-11-27,204358,1041,306042,C. White,32608.57,2942.85,Bank Loan,True,False,Website
500269,2024-06-29,203104,1043,301478,C. White,27678.68,399.41,Manufacturer Finance,True,False,Call Centre
500270,2025-11-12,205352,1040,305363,K. Johnson,17325.17,1216.17,Bank Loan,True,False,Website
500271,2024-10-06,204413,1041,305780,P. Clark,22187.98,459.92,Manufacturer Finance,False,False,Website
500272,2024-02-10,206064,1032,303010,K. Johnson,20081.04,2190.44,Bank Loan,True,False,Walk-in
500273,2025-03-31,203906,1011,304521,J. Smith,71942.73,621.82,Bank Loan,True,False,Website
500274,2025-11-19,202465,1010,300695,M. Wilson,59499.35,1316.3,Manufacturer Finance,True,True,Referral
