VehicleID,VIN,Make,Model,Segment,Year,Trim,Color,FuelType,PurchaseCost,MSRP,Status,DealershipID,DaysOnLot
200038,URW61WAHZ5WA24W2F,Northwind,Eon,EV,2026,Premium,Red,Electric,31908.61,39150.06,Demo,1025,34
200039,9R38SPLDFPTYP2BCJ,Northwind,Eon,EV,2026,Premium,White,Electric,41533.28,49618.46,In Stock,1001,47
200040,T9YUPGM1X2GV7R0E9,Fabrikam Auto,Pulse,Sedan,2026,Touring,Green,Petrol,39363.15,48232.73,In Transit,1037,29
200041,VVD97SD4T0TK49JVN,Contoso Motors,Ridge,SUV,2024,Sport,Silver,Petrol,28325.49,33006.55,Sold,1045,59
200042,65K3P7T4KKW9TEUMV,Fabrikam Auto,Cargo,Truck,2024,Limited,Grey,Diesel,29151.8,36173.98,Sold,1034,13
200043,59HN5PLS7N93YF8E8,Northwind,Eon,EV,2024,Touring,Silver,Electric,52047.5,67361.71,Demo,1030,16
200044,4D7AE59C2JXPCLZU8,Contoso Motors,Voltis X,EV,2026,Base,Green,Electric,46118.16,57497.09,In Stock,1039,35
200045,XHZKHC920DFKALBMR,Contoso Motors,Nova,Sedan,2024,Limited,Black,Petrol,31036.28,36951.92,In Stock,1027,51
200046,V3FC5XH7ESJJA36ZF,Fabrikam Auto,Pulse EV,EV,2026,Limited,Blue,Electric,36370.29,44162.57,Demo,1017,84
200047,K8ZSK95DNMK0A4PA5,Contoso Motors,Nova,Sedan,2026,Premium,Red,Petrol,28516.92,33264.53,In Stock,1024,3
200048,T6K3XMYXZ0Y4X6YLR,Contoso Motors,Aster,Sedan,2025,Limited,Grey,Petrol,24638.67,29978.05,In Stock,1023,72
200049,7LPG25NTJF788K53S,Contoso Motors,Voltis X,EV,2023,Sport,Black,Electric,46740.05,53879.05,Demo,1025,93
200050,850983N3AUSZZW48D,Contoso Motors,Aster X,SUV,2024,Sport,Green,Petrol,22940.49,26390.93,In Stock,1028,34
200051,X8LXYXS0YDBB9DHUN,Contoso Motors,Ridge,SUV,2025,Touring,Black,Petrol,39129.09,46331.91,In Stock,1046,91
200052,W06Y4X7KZHRHM9N6Y,Contoso Motors,Voltis X,EV,2026,Limited,Blue,Electric,46347.71,52591.52,In Stock,1030,42
200053,GE4SYYWA2JEVC2GH5,Contoso Motors,Aster,Sedan,2022,Touring,Silver,Petrol,38207.44,43373.58,In Stock,1035,28
200054,6A5EEJFYAA3HLFB1U,Fabrikam Auto,Atlas,SUV,2025,Sport,Green,Petrol,33700.37,40550.18,In Stock,1045,11
200055,2TDT8B25US8CSPZT7,Contoso Motors,Aster X,SUV,2023,Touring,Blue,Petrol,44139.03,56144.82,Sold,1043,38
200056,XCKXVL9URWD05Y20H,Fabrikam Auto,Pulse,Sedan,2024,Base,Silver,Petrol,22775.71,27055.52,Sold,1010,18
200057,MRPDRYNF7C4DD13VW,Northwind,Eon,EV,2023,Sport,Blue,Electric,43548.55,50602.5,Sold,1013,68
200058,ZP58P7BKLDTFS4MVD,Fabrikam Auto,Cargo,Truck,2023,Limited,Silver,Diesel,43891.31,53794.57,Sold,1008,58
200059,3494XYA74JF0LMA5V,Fabrikam Auto,Atlas,SUV,2024,Limited,White,Petrol,32668.26,41878.64,In Stock,1034,0
200060,19DUNRFLL8W6F1BCR,Northwind,Eon,EV,2022,Base,White,Electric,34174.06,40522.38,Demo,1004,41
200061,RK1DRKZTZBPWAKGEJ,Contoso Motors,Terra,Truck,2026,Touring,Red,Diesel,27136.74,34507.53,Sold,1003,48
200062,TREUHVZMP1RSCLRPY,Contoso Motors,Voltis X,EV,2024,Base,Black,Electric,56676.79,72307.75,Demo,1006,40
200063,AL3X47C4JWUPLMLFT,Fabrikam Auto,Atlas,SUV,2025,Base,Blue,Petrol,48524.26,60622.44,Sold,1011,65
200064,G2M8YEDJFF2C8XSVW,Contoso Motors,Aster X,SUV,2024,Limited,Red,Petrol,35554.32,43069.43,In Stock,1012,22
200065,5XECRKKBTLRB4C55X,Fabrikam Auto,Cargo,Truck,2024,Limited,Silver,Diesel,45427.09,52140.55,In Stock,1036,0
200066,W81B6VGWT8R349CYB,Fabrikam Auto,Cargo,Truck,2025,Touring,Blue,Diesel,44302.48,51227.47,In Transit,1040,73
200067,UFNKPMW3YCDZK0Y65,Contoso Motors,Nova,Sedan,2025,Touring,Red,Petrol,35423.47,43472.21,Sold,1024,36
200068,Y7LYYE0CVYLE0897D,Northwind,Summit,SUV,2026,Base,Red,Petrol,34999.4,45076.74,Demo,1011,45
200069,AL8M2G9FK3TU1UY5X,Contoso Motors,Terra,Truck,2023,Limited,Silver,Diesel,50991.0,62382.65,In Stock,1029,27
200070,FZX60BN08X12HH826,Contoso Motors,Terra,Truck,2023,Sport,White,Diesel,53547.2,66384.36,Demo,1026,56
200071,89SKNU833EJY5VD45,Contoso Motors,Ridge,SUV,2025,Premium,Grey,Petrol,44001.81,52861.61,In Stock,1040,0
200072,FRT4D7367PPNNCHLD,Fabrikam Auto,Atlas,SUV,2025,Base,Green,Petrol,29216.58,37453.42,Sold,1002,33
200073,B7S42SX6AHE8XP2HE,Northwind,Summit,SUV,2025,Sport,White,Petrol,25434.26,32789.08,In Transit,1007,19
200074,3SD6WAUHERXHPYC9C,Northwind,Cruze,Sedan,2025,Touring,Grey,Petrol,34940.03,42737.5,In Stock,1029,54
200075,SX9JA3M1X21LBV3F2,Contoso Motors,Aster,Sedan,2024,Touring,Green,Petrol,35004.06,39415.83,Sold,1022,83
200076,GE08BG36LLP3SBYK5,Contoso Motors,Nova,Sedan,2025,Touring,Grey,Petrol,25598.44,30775.98,In Transit,1015,41
200077,EN616N9TT7U30CW4V,Contoso Motors,Aster,Sedan,2024,Premium,Silver,Petrol,34445.23,43042.99,Sold,1031,84
200078,LKR0FRR07XRY3BZPT,Fabrikam Auto,Atlas,SUV,2026,Base,Black,Petrol,53057.65,62695.8,Reserved,1006,54
200079,5ZREHYM8BFRNRCENL,Fabrikam Auto,Pulse EV,EV,2026,Base,White,Electric,31997.35,39213.44,Sold,1018,44
200080,AGU7D20HXZ9GECF09,Fabrikam Auto,Atlas,SUV,2026,Sport,Black,Petrol,44797.43,51403.13,In Stock,1028,60
200081,CU6507Y3TEGE3AVN3,Contoso Motors,Voltis X,EV,2023,Premium,Grey,Electric,30512.43,38789.82,Sold,1011,105
200082,CP0SPPVELCSUE4VW2,Contoso Motors,Luma,Hatch,2022,Limited,Black,Petrol,17196.89,21745.7,In Stock,1026,55
200083,7BEFFL0M864JXVEKU,Contoso Motors,Luma,Hatch,2025,Touring,Red,Petrol,24586.97,29070.21,Sold,1018,46
200084,FY0W4V4ABYWY2PYTX,Contoso Motors,Luma,Hatch,2026,Limited,Red,Petrol,16097.58,19703.02,In Stock,1006,61
200085,J3PRZFPSME5L9MP2T,Contoso Motors,Voltis,EV,2026,Premium,Blue,Electric,35754.24,41461.24,Sold,1021,41
200086,SJJDKNXJ5FLWL2TTT,Fabrikam Auto,Pulse,Sedan,2026,Premium,White,Petrol,29623.4,34161.8,Sold,1007,52
200087,CNSHWBKW4ZKADEJNP,Contoso Motors,Voltis,EV,2026,Touring,Black,Electric,33707.55,43201.27,Sold,1032,6
200088,VGVCT2K9ZD9N3M71G,Northwind,Breeze,Hatch,2025,Touring,Black,Petrol,16676.72,20821.4,Sold,1002,78
200089,BB03UE6E7LNX4WTTT,Fabrikam Auto,Cargo,Truck,2025,Touring,Red,Diesel,51834.4,59015.36,Demo,1008,38
200090,ALDPL65XWJY9WHBSU,Contoso Motors,Voltis,EV,2025,Touring,Green,Electric,39720.12,44668.04,In Transit,1028,55
200091,ZB8DALEZP2751CEGL,Northwind,Eon,EV,2024,Sport,Green,Electric,44044.09,51342.19,Sold,1023,28
200092,LF7MM20YZXGJVH9KK,Fabrikam Auto,Roamer,SUV,2024,Limited,Blue,Petrol,24861.68,28933.3,Sold,1014,54
200093,SV70KVU6PM2EB8C7Y,Northwind,Cruze,Sedan,2026,Touring,Silver,Petrol,40167.99,46008.2,In Stock,1014,0
200094,4JVJD1HB6HHDLSZE8,Northwind,Eon,EV,2026,Sport,White,Electric,37696.56,43980.43,In Stock,1002,86
200095,75SG8LY6CVU077F6F,Contoso Motors,Luma,Hatch,2026,Touring,Grey,Petrol,17323.23,21814.97,Reserved,1009,47
200096,T7875AVD9K9UT75SG,Fabrikam Auto,Pulse,Sedan,2023,Touring,Green,Petrol,38211.74,46149.76,Sold,1046,39
200097,1Y0AMKZGXYPRLPD9S,Contoso Motors,Aster X,SUV,2025,Premium,White,Petrol,38408.61,48145.33,Sold,1002,26
200098,NRJLWVJMHZSFZ762Z,Northwind,Cruze,Sedan,2026,Base,Silver,Petrol,29381.78,33815.56,Sold,1023,31
200099,H8SS9N071342ZW2UU,Northwind,Summit,SUV,2025,Premium,Red,Petrol,48333.79,58467.28,Sold,1034,67
200100,D46GUF5RZ0T6RBEPV,Contoso Motors,Voltis X,EV,2022,Base,Red,Electric,31499.42,40382.36,In Transit,1006,53
200101,AJAHCP0UB69SKFEY1,Contoso Motors,Nova,Sedan,2025,Premium,Grey,Petrol,28572.49,34949.67,Reserved,1017,51
200102,R7NC85E5D9NE9419S,Contoso Motors,Terra,Truck,2023,Premium,Blue,Diesel,50883.57,57747.95,In Transit,1036,0
200103,4JMK70D3P26AGDBW0,Contoso Motors,Terra,Truck,2026,Limited,Blue,Diesel,40414.33,51924.03,Sold,1039,38
200104,BRU12E9H7WW24H59U,Northwind,Breeze,Hatch,2023,Sport,Grey,Petrol,19074.66,22290.34,In Stock,1020,55
200105,C867XRT98Z2LPEN1S,Northwind,Eon,EV,2026,Premium,Silver,Electric,56246.35,64561.87,In Transit,1009,41
200106,037V8VEJGY74D0GJZ,Fabrikam Auto,Pulse EV,EV,2025,Premium,Green,Electric,34811.2,44121.05,In Stock,1037,86
200107,3WZHG6L6GG1117Z0P,Northwind,Breeze,Hatch,2022,Base,White,Petrol,14263.1,16782.35,Demo,1017,9
200108,2NUMJTTD9S47NPVHE,Fabrikam Auto,Pulse EV,EV,2026,Limited,Silver,Electric,49502.48,62629.6,In Transit,1023,36
200109,WPFLN4TYZJ48YTF3F,Fabrikam Auto,Atlas,SUV,2026,Limited,Red,Petrol,51230.33,63341.16,In Stock,1026,34
200110,7UYBB48Z2P4H0ATNX,Fabrikam Auto,Cargo,Truck,2026,Touring,White,Diesel,44542.07,53681.11,In Stock,1007,44
200111,TAVAUK9A3Z37DDEGU,Fabrikam Auto,Cargo,Truck,2024,Touring,Grey,Diesel,57368.99,74280.82,In Transit,1023,75
200112,PNPV9HZ4Y52DNVBAF,Fabrikam Auto,Atlas,SUV,2025,Premium,Green,Petrol,33562.07,40976.67,In Stock,1045,0
200113,2V5DUBG56SBC76VB7,Fabrikam Auto,Roamer,SUV,2024,Touring,Grey,Petrol,45372.35,51350.8,In Transit,1015,93
200114,W10PCFH4N6L1E90T9,Fabrikam Auto,Atlas,SUV,2025,Base,White,Petrol,35599.6,45489.16,In Stock,1002,54
200115,HCWXW8LX2RHVNGWN2,Northwind,Breeze,Hatch,2022,Base,Blue,Petrol,24016.23,29184.73,Demo,1032,41
200116,CJN2FNMD8R2DCRVTD,Fabrikam Auto,Atlas,SUV,2024,Sport,Grey,Petrol,34663.83,39395.65,Sold,1039,28
200117,DWLNKNC669VFNEKTC,Fabrikam Auto,Pulse,Sedan,2022,Premium,Red,Petrol,27877.93,32713.65,Sold,1004,2
200118,K2M80TXSEAP4N5RR4,Northwind,Eon,EV,2022,Premium,Blue,Electric,30670.3,36512.79,In Stock,1004,57
200119,WZSFPL1X82LK2N7G9,Northwind,Cruze,Sedan,2026,Premium,Silver,Petrol,18143.23,21684.15,Sold,1046,39
200120,8S0RKZ43PTXHY03C9,Contoso Motors,Luma,Hatch,2026,Limited,Black,Petrol,15874.39,20152.79,In Stock,1046,43
200121,U75PB803W7DJYFXVY,Contoso Motors,Nova,Sedan,2024,Limited,Blue,Petrol,20642.65,26016.45,In Transit,1006,10
200122,RAJTUWVRN2WTMADP8,Fabrikam Auto,Roamer,SUV,2025,Premium,Green,Petrol,38821.03,45298.01,In Transit,1035,56
200123,LSGSSRZLK3D5YZF9J,Fabrikam Auto,Pulse,Sedan,2023,Sport,Silver,Petrol,36855.86,42767.51,Sold,1025,20
200124,LRS3XGYP16RRAHK03,Northwind,Cruze,Sedan,2024,Limited,White,Petrol,19176.3,24545.18,Demo,1025,46
200125,NGDZT8LNNDMSFZ37W,Contoso Motors,Aster X,SUV,2024,Limited,White,Petrol,52156.14,65317.13,Reserved,1034,7
200126,HDNENWVPTU77FFKG4,Fabrikam Auto,Pulse EV,EV,2025,Premium,Black,Electric,29810.84,34569.63,Demo,1013,23
200127,SGNVYPT0RFV3HBHK2,Northwind,Breeze,Hatch,2023,Premium,Black,Petrol,24119.94,29254.94,In Stock,1003,59
200128,DD24N4B0V9D41K9RM,Contoso Motors,Nova,Sedan,2026,Limited,Red,Petrol,36381.69,45059.5,In Stock,1033,88
200129,92H3WM0XFEGGBMKUL,Contoso Motors,Aster X,SUV,2024,Touring,Green,Petrol,29429.03,37887.41,Sold,1036,25
200130,J59ZD82795E5J042Z,Northwind,Summit,SUV,2026,Premium,Red,Petrol,22559.31,28619.8,In Transit,1010,54
200131,XXNC32P1Z5STW54D9,Contoso Motors,Nova,Sedan,2026,Sport,Red,Petrol,15868.85,19361.79,Sold,1013,46
200132,UHRGJ4MWVTMZBD2SE,Fabrikam Auto,Atlas,SUV,2024,Base,Green,Petrol,42395.39,51603.56,In Stock,1035,43
200133,A8GZEYF7KYJN6FPL0,Contoso Motors,Luma,Hatch,2022,Touring,Blue,Petrol,18423.52,23420.38,Sold,1028,46
200134,DDHCWURAMD5ZSHC3D,Contoso Motors,Ridge,SUV,2024,Touring,Grey,Petrol,44828.04,50750.86,Sold,1010,52
200135,N35YZCVXFMH17XRH6,Contoso Motors,Voltis X,EV,2023,Premium,White,Electric,53137.02,68983.9,Sold,1029,69
200136,1MR3JYJW0K8A45GXG,Contoso Motors,Luma,Hatch,2023,Base,Red,Petrol,23343.92,27707.6,In Transit,1032,85
200137,B68TDTWU997E5VNZ2,Fabrikam Auto,Roamer,SUV,2025,Premium,Grey,Petrol,30574.95,39731.61,In Stock,1017,44
200138,CJBB3TXTP0CUXKLTG,Northwind,Breeze,Hatch,2024,Base,Red,Petrol,23576.93,29685.9,Sold,1020,71
200139,NX4ZC014BCRRXL11D,Contoso Motors,Luma,Hatch,2026,Limited,Silver,Petrol,14869.37,17810.83,Demo,1021,33
200140,TMU4JN151D6MRUJ9X,Contoso Motors,Luma,Hatch,2024,Base,White,Petrol,22116.7,27739.89,In Stock,1035,80
200141,MTVNJDV0HTB5JSNE7,Fabrikam Auto,Roamer,SUV,2024,Touring,Red,Petrol,49950.95,60199.78,In Stock,1008,38
200142,71PLP0JCNT6F398CS,Fabrikam Auto,Pulse,Sedan,2022,Limited,Green,Petrol,36365.51,42654.93,Demo,1024,12
200143,CSNK21JN9921V3E7A,Fabrikam Auto,Atlas,SUV,2026,Premium,Silver,Petrol,37393.93,42670.79,Sold,1017,51
200144,AY50DUHTB90D76U0N,Contoso Motors,Voltis X,EV,2023,Base,Silver,Electric,47061.95,55470.35,In Transit,1002,2
200145,TYPWCYEK57N4LRH8E,Contoso Motors,Aster X,SUV,2025,Limited,Black,Petrol,21981.15,24905.53,Sold,1018,2
200146,DRLDM2RS5C3L0WH5E,Fabrikam Auto,Cargo,Truck,2026,Base,White,Diesel,52338.81,58992.72,In Transit,1022,61
200147,TZJ9BPR1JS3EA49E4,Contoso Motors,Ridge,SUV,2023,Premium,Blue,Petrol,40325.67,45298.07,In Stock,1022,71
200148,W7C9GY3D43E8B7R0T,Northwind,Summit,SUV,2023,Base,Red,Petrol,39123.14,50032.86,In Stock,1030,25
200149,M6KREXXYT6SCNPY3J,Contoso Motors,Terra,Truck,2024,Touring,White,Diesel,29818.51,36442.91,Sold,1046,50
200150,0S2MVLJAWA3K3SMWH,Contoso Motors,Aster,Sedan,2026,Touring,Green,Petrol,31161.45,38359.4,Sold,1031,45
200151,YJ37B9H43M44FW307,Fabrikam Auto,Pulse EV,EV,2026,Base,White,Electric,48953.99,61893.07,Sold,1007,95
200152,VVG96TLTCHHUA7GE0,Fabrikam Auto,Pulse,Sedan,2025,Premium,Red,Petrol,16889.83,19415.2,In Stock,1014,71
200153,E0EDUNC0YWML91RYT,Contoso Motors,Voltis X,EV,2024,Base,Black,Electric,32184.63,41097.23,Demo,1019,16
200154,8Z72HWFLZE188N98B,Fabrikam Auto,Atlas,SUV,2025,Sport,Grey,Petrol,37940.82,46286.49,Sold,1018,28
200155,YDTLCMLX84Z1MAGZM,Contoso Motors,Voltis X,EV,2025,Limited,White,Electric,42276.69,47970.29,In Stock,1035,8
200156,N186TNVDS5YZFC4KL,Northwind,Breeze,Hatch,2023,Base,Black,Petrol,25104.27,29996.17,Reserved,1024,32
200157,FN1V6DWXSB8F6FDGG,Contoso Motors,Aster X,SUV,2024,Base,Silver,Petrol,53994.91,60864.12,Sold,1032,39
200158,YKDNVTBAC4XSDGY9S,Fabrikam Auto,Cargo,Truck,2025,Limited,Silver,Diesel,52794.87,65354.86,Reserved,1012,32
200159,PTYDUG6NRJSHJC1ZC,Fabrikam Auto,Pulse,Sedan,2026,Premium,Green,Petrol,21914.0,27604.63,Demo,1036,28
200160,9WV44PU5S6SC60T63,Northwind,Summit,SUV,2024,Limited,Blue,Petrol,49623.83,59975.86,Sold,1014,25
200161,R8FGGBCZG4EWL03CV,Contoso Motors,Luma,Hatch,2025,Base,Green,Petrol,15026.94,17887.99,In Stock,1028,9
200162,KS52XUPPEW287VDKU,Fabrikam Auto,Cargo,Truck,2023,Premium,Green,Diesel,58949.77,70838.88,Demo,1011,71
200163,NTXBKEXZB6LH176A3,Contoso Motors,Voltis X,EV,2024,Touring,Silver,Electric,40931.03,50774.54,Reserved,1041,58
200164,45Z9HK12L1WCR7PSU,Fabrikam Auto,Atlas,SUV,2023,Premium,Silver,Petrol,27097.91,30528.53,In Stock,1037,7
200165,3C0P2UVF5GBBBMGNS,Fabrikam Auto,Atlas,SUV,2026,Base,Red,Petrol,44736.65,53699.47,Sold,1015,29
200166,BNWF5WMF61ZKNFV85,Northwind,Eon,EV,2023,Base,Grey,Electric,34349.4,38790.96,In Stock,1001,43
200167,YT58ZSEF3HX800K65,Fabrikam Auto,Pulse EV,EV,2026,Sport,Silver,Electric,36920.56,44721.96,Sold,1014,29
200168,SZ4PDTY4NYXKDC9Y5,Fabrikam Auto,Roamer,SUV,2022,Premium,White,Petrol,32198.69,41702.38,Sold,1039,0
200169,E2633WYZ0Y9JPNB0V,Fabrikam Auto,Atlas,SUV,2025,Premium,White,Petrol,43473.15,49782.72,In Stock,1045,43
200170,0ZYS8MKFYVKS10V78,Contoso Motors,Ridge,SUV,2024,Premium,Grey,Petrol,45571.21,52320.74,Demo,1038,45
200171,M1L3LJK5S5W8C6T5N,Contoso Motors,Voltis X,EV,2025,Base,White,Electric,52704.61,67990.56,In Stock,1010,58
200172,5E9M969E5FCL9LBRG,Northwind,Summit,SUV,2026,Touring,Black,Petrol,25310.0,31971.39,Sold,1004,29
200173,F22ERRRSAU1861UAA,Contoso Motors,Luma,Hatch,2025,Limited,Green,Petrol,17938.45,22193.84,In Stock,1026,50
200174,5LDTLCB8SUURZE9T1,Contoso Motors,Ridge,SUV,2026,Sport,Grey,Petrol,54181.45,68021.4,In Stock,1013,14
200175,H0E1WFNYB5JUB9YYA,Contoso Motors,Luma,Hatch,2025,Touring,Black,Petrol,22632.01,29118.83,In Transit,1019,60
200176,NVSFZXKYYJWE4D0DD,Contoso Motors,Aster X,SUV,2026,Touring,Blue,Petrol,25542.86,31111.41,In Stock,1025,57
200177,X249MPFV7ZSHACDVT,Fabrikam Auto,Pulse,Sedan,2025,Touring,White,Petrol,30354.19,36075.21,Sold,1029,26
200178,0DJH9KSDFBK3L1D2B,Contoso Motors,Aster X,SUV,2023,Limited,Black,Petrol,41393.11,51338.98,In Transit,1010,8
200179,MRX5D3GP8JN53Y3DZ,Fabrikam Auto,Pulse EV,EV,2025,Sport,Silver,Electric,56132.71,71428.32,In Stock,1028,13
200180,PW3ZFNMAZ49E7DPBJ,Contoso Motors,Aster,Sedan,2025,Sport,Black,Petrol,29585.6,36373.21,In Transit,1023,3
200181,5U10H85UZXR0SYYE4,Fabrikam Auto,Atlas,SUV,2026,Base,Grey,Petrol,22198.03,25644.05,Sold,1016,35
200182,7TSTF1LLKTVN3CRVC,Northwind,Breeze,Hatch,2023,Base,Grey,Petrol,24771.27,29311.65,In Stock,1034,51
200183,DTYDPVACWXLTGZ8MB,Fabrikam Auto,Roamer,SUV,2025,Touring,Silver,Petrol,43579.15,56100.71,Sold,1028,64
200184,VXSY0D2HM48KU0BFE,Fabrikam Auto,Pulse EV,EV,2024,Touring,Silver,Electric,39865.72,45524.24,In Stock,1011,2
200185,XG7NS20DP74W2RY8E,Northwind,Eon,EV,2026,Base,Silver,Electric,32941.85,38645.73,In Stock,1042,38
200186,1VRW727ZF3DYXL6PX,Contoso Motors,Nova,Sedan,2026,Base,Red,Petrol,25461.61,30930.0,Sold,1013,61
200187,89REP01K0507XGXKM,Northwind,Cruze,Sedan,2026,Premium,Blue,Petrol,21715.33,25150.0,In Stock,1010,60
200188,UY02VW80Z6U5PADNB,Fabrikam Auto,Pulse EV,EV,2025,Sport,Red,Electric,35090.7,41209.5,In Transit,1024,35
200189,1FKJ4ZK1B3D5151VH,Contoso Motors,Aster,Sedan,2025,Sport,Silver,Petrol,18300.99,22552.21,Reserved,1033,30
200190,N89LVAJX25470Y1VW,Northwind,Summit,SUV,2025,Base,Blue,Petrol,39159.75,45116.74,Sold,1037,27
200191,FZGFTNRVEWJL0FFLB,Fabrikam Auto,Pulse EV,EV,2025,Premium,Blue,Electric,34374.08,40917.64,Demo,1025,52
200192,VM2LHGCTPUDHHLMH1,Contoso Motors,Voltis,EV,2025,Touring,Green,Electric,49060.16,61062.16,In Stock,1039,22
200193,1YDMHY7JB6N3DJ0AU,Northwind,Eon,EV,2025,Limited,Green,Electric,37557.75,48186.39,In Stock,1045,27
200194,TTKYLCD92UXGXHZ4G,Contoso Motors,Voltis X,EV,2024,Limited,Green,Electric,29459.38,35746.92,Sold,1002,16
